Recency,Frequency,Monetary,Interpurchase_Time
634,1,394.42999999999995,0
205,6,1367.4199999999998,88
34,1,210.30999999999995,0
183,3,267.74,28
2,35,7640.65,14
403,1,75.0,0
1,7,3068.1400000000003,10
426,2,687.2,13
43,12,2964.63,52
86,7,1484.02,72
467,3,611.34,62
427,2,637.14,71
377,17,3878.94,20
634,2,1357.26,26
40,6,764.2,100
391,2,349.34999999999997,76
12,5,1029.64,82
408,1,163.62999999999997,0
96,3,834.16,125
26,8,966.4999999999999,45
383,1,327.22,0
319,2,228.44999999999996,173
66,22,6282.68,26
675,1,476.75,0
380,7,1508.7000000000003,9
74,13,7699.53,47
429,2,194.73000000000002,3
28,13,2961.7,54
6,4,580.5699999999999,15
513,2,148.5,15
7,1,171.42,0
216,11,1727.9500000000003,39
82,8,4736.640000000001,76
84,2,507.01000000000005,27
144,37,15098.25,16
19,3,414.65,130
41,5,1681.0700000000002,119
428,4,1054.5900000000001,28
173,1,184.2,0
17,4,707.24,102
243,1,234.14000000000001,0
13,26,4421.74,27
206,1,1127.66,0
50,6,754.2499999999999,97
411,1,382.7,0
23,5,719.57,30
10,28,7416.4800000000005,25
25,11,3425.56,63
409,1,116.37,0
15,5,1311.1499999999999,128
406,1,75.3,0
309,2,271.98,52
390,2,239.68,113
156,2,1406.571,261
307,3,352.22999999999996,123
531,3,498.53,69
541,1,123.28000000000002,0
64,4,994.98,149
16,9,2420.9399999999996,26
15,6,956.99,119
11,18,5522.7,40
65,7,1893.5400000000002,94
36,4,212.01000000000002,57
108,14,5244.540000000001,38
53,2,512.3199999999999,216
517,3,766.1799999999998,43
6,2,646.9100000000001,3
400,2,394.82000000000005,1
47,5,728.2300000000002,120
1,33,8427.07,22
312,2,381.69,160
45,4,1134.04,125
65,4,1002.49,123
26,1,159.44,0
659,1,533.4200000000001,0
387,2,489.82,92
29,3,240.10999999999996,94
40,2,1046.8600000000001,181
541,1,230.05,0
593,1,94.65,0
12,14,1997.31,49
89,10,3198.2200000000003,64
633,1,800.8900000000001,0
453,5,1024.8,41
24,6,2066.09,87
319,8,5759.129999999999,45
568,2,259.95,61
40,8,1182.8200000000002,56
174,1,169.93,0
545,2,209.99,64
528,1,86.09,0
117,1,210.93,0
696,1,626.24,0
31,10,2243.12,70
388,1,330.90000000000003,0
597,1,273.35999999999996,0
253,2,646.3900000000001,63
59,7,1958.7799999999997,83
676,1,308.34000000000003,0
23,19,3508.289999999999,33
5,7,1345.3199999999997,40
100,11,1353.79,15
25,8,3531.64,73
33,16,4789.01,41
68,4,2941.66,167
37,5,883.46,49
52,3,787.55,58
16,1,112.14,0
74,2,1093.46,181
611,1,371.25,0
641,5,764.95,18
216,4,439.7,54
31,10,2047.17,70
16,4,2356.25,22
120,1,163.05,0
400,2,299.3,0
10,8,2634.06,74
400,8,1738.26,42
257,6,1376.96,45
17,10,3173.03,66
35,3,186.15,115
46,5,2229.7400000000002,121
488,1,151.3,0
43,11,5904.16,63
114,6,2151.750000000001,79
165,4,1038.62,107
11,2,356.58000000000004,95
10,9,5469.7,73
206,12,4456.880000000001,37
400,1,277.78999999999996,0
603,1,314.74000000000007,0
86,11,2086.36,52
179,5,1904.86,93
386,3,1609.0900000000001,39
60,5,120.65000000000002,135
149,1,289.69999999999993,0
3,35,10782.81,20
51,3,338.52,118
75,1,348.2,0
395,1,172.6,0
301,3,419.92,143
19,2,350.29,6
433,1,228.87999999999997,0
151,2,484.72,66
539,2,209.4,40
405,2,465.43999999999994,57
152,1,146.81,0
494,3,280.81,80
1,12,8845.76,61
18,4,826.03,34
187,1,49.0,0
458,1,250.95000000000005,0
286,4,580.68,83
3,7,193.98999999999995,8
183,3,409.04,72
438,1,183.87,0
635,1,290.4,0
63,2,365.25,190
59,1,134.1,0
396,1,212.32999999999996,0
25,5,2635.79,79
374,9,1833.14,39
4,143,59482.3,5
31,16,2184.25,34
422,3,1300.72,81
39,1,151.3,0
597,2,384.94,42
155,2,705.1,197
26,13,2385.96,49
447,1,161.0,0
446,1,135.18,0
318,2,394.25999999999993,48
5,9,2209.3900000000003,9
8,7,1547.09,88
303,2,576.22,162
267,5,2941.8999999999996,53
271,1,275.78999999999996,0
4,18,6893.77,38
32,3,480.3299999999999,193
219,9,1718.7900000000002,56
247,2,484.53,182
408,3,690.96,58
465,1,143.95000000000002,0
281,17,7580.000000000001,21
269,1,138.28,0
32,8,1595.3400000000001,56
246,2,282.6,24
15,11,2650.33,50
117,4,723.15,34
36,2,733.34,179
132,10,5170.8,51
217,6,1107.5900000000001,65
637,1,213.01000000000002,0
50,8,1734.58,32
39,2,711.0,30
29,8,884.5500000000002,87
37,16,2774.72,43
436,3,639.5800000000002,82
136,2,712.6,12
219,2,571.59,13
28,1,491.86000000000007,0
411,2,463.17,162
509,4,659.84,23
25,13,9087.66,53
5,7,2601.22,104
200,1,314.5,0
396,1,419.18000000000006,0
18,2,269.25,254
241,5,1467.33,99
72,3,615.6300000000001,48
17,12,2814.0199999999995,25
3,7,982.86,36
95,2,1010.61,98
162,2,714.34,191
414,1,171.44,0
374,2,140.4,25
96,9,1608.15,71
54,11,2168.35,51
288,1,172.65,0
124,7,1355.9700000000003,57
288,4,1988.46,112
152,3,388.6499999999999,95
4,9,1966.6799999999998,6
2,23,6843.27,31
675,1,132.55,0
12,15,7337.05,48
33,2,573.42,18
54,5,1214.6900000000003,107
50,6,1911.52,101
219,5,995.79,95
63,3,2620.56,123
71,6,2843.62,95
653,1,292.361,0
495,1,190.35000000000002,0
2,73,25840.89,10
727,2,855.6700000000001,2
2,20,4992.77,36
422,4,511.9200000000001,77
64,9,5266.59,65
34,8,2843.2200000000003,77
397,2,301.53999999999996,131
82,1,336.65,0
591,1,999.3100000000001,0
428,2,15.0,0
1,61,17284.939999999995,12
103,4,961.9200000000001,115
516,1,147.63,0
7,3,648.7700000000001,133
251,3,758.38,156
13,13,1642.2799999999997,55
488,4,150.92999999999995,46
10,14,1567.4,31
429,4,495.19000000000005,7
367,6,2827.2400000000002,61
76,6,1144.0700000000004,103
505,1,3.75,0
388,1,239.45999999999998,0
4,1,310.28,0
128,2,370.16999999999996,20
66,3,353.74999999999994,118
647,1,96.0,0
547,1,123.13,0
388,4,481.32,62
499,1,286.24999999999994,0
437,3,1114.2000000000003,70
1,110,32930.869999999995,6
117,9,2513.86,58
310,3,1429.8999999999999,142
67,1,307.09999999999997,0
139,19,14967.73,27
255,3,1278.9699999999998,121
31,9,3063.3399999999997,45
52,2,208.17,38
64,1,240.63,0
367,3,373.75,122
6,5,1563.71,18
305,3,404.65,51
29,3,789.1600000000001,9
184,3,510.0,18
42,3,504.6,21
40,8,2477.8100000000004,86
92,3,2114.92,144
22,8,6367.110000000001,80
24,2,490.46999999999997,20
29,2,351.47999999999996,161
430,1,61.28,0
302,6,2224.53,72
418,3,639.8000000000001,87
145,6,1313.13,93
6,2,542.5799999999999,17
19,7,3112.45,100
33,12,2979.62,50
622,2,241.73000000000002,54
176,1,162.3,0
58,3,357.65,28
22,1,183.84,0
421,1,90.0,0
582,1,132.70000000000002,0
16,18,4338.52,39
19,2,524.2,201
159,2,649.31,122
577,2,246.78000000000003,46
25,7,1048.67,88
399,2,565.3700000000001,7
212,2,255.34,52
6,10,1635.5700000000002,57
486,1,139.95,0
416,1,639.8000000000001,0
253,1,22.95,0
59,18,4881.79,33
381,1,304.15,0
11,1,360.12,0
65,1,271.53,0
25,4,1279.9899999999998,93
720,1,281.91999999999996,0
92,8,105.57000000000001,79
52,5,3296.33,114
129,1,1568.98,0
96,8,3436.48,73
611,1,187.35000000000002,0
57,1,936.1299999999999,0
9,39,9284.96,17
501,4,1253.98,57
169,11,763.7800000000002,40
393,6,962.34,29
57,1,212.67000000000002,0
326,2,403.91,101
1,5,1202.0600000000002,17
429,2,261.10999999999996,50
18,9,2538.54,41
248,4,1173.35,86
387,1,93.15,0
58,4,475.31,57
74,1,145.67,0
31,3,957.0400000000001,62
7,2,539.73,15
123,10,7629.210000000001,56
2,15,4739.110000000001,44
23,17,7604.96,40
527,3,892.3700000000001,66
120,8,941.3700000000001,65
358,7,1781.2499999999998,44
54,14,4378.719999999999,47
64,1,113.8,0
86,3,364.2299999999999,201
55,4,2227.6200000000003,137
646,1,390.6,0
21,17,4199.78,31
4,43,20905.85,14
3,5,1051.41,12
11,15,6106.639999999999,48
7,10,1768.43,46
189,2,480.20000000000005,5
71,1,233.56,0
204,1,338.95,0
120,7,1874.29,65
93,6,1991.2300000000002,98
1,14,2907.6800000000003,52
378,3,826.46,67
27,6,563.28,91
298,1,640.0000000000001,0
24,3,500.4200000000001,95
28,6,3658.4900000000002,118
626,1,336.05,0
50,3,1143.09,209
326,2,678.87,42
16,2,367.52,129
183,6,1502.4399999999998,73
72,15,5213.6,42
632,5,717.6000000000001,18
400,1,165.45000000000002,0
37,2,332.64000000000004,128
733,1,305.40000000000003,0
409,1,11.34,0
692,1,136.8,0
80,4,2164.1800000000003,49
423,2,253.63999999999996,49
57,20,3503.6,29
424,1,124.94999999999999,0
507,1,28.52,0
12,2,617.46,12
394,1,70.80000000000001,0
464,4,1103.5100000000002,52
50,2,267.14,70
50,2,761.27,101
59,4,1252.54,120
432,4,1474.67,32
402,4,681.5500000000001,79
352,3,782.74,38
54,1,347.63000000000005,0
2,6,1728.7000000000003,11
93,4,561.01,10
23,1,187.60000000000002,0
75,2,689.7199999999999,181
11,4,426.47,30
169,11,2491.14,47
58,2,337.34,39
96,11,5002.8099999999995,58
295,1,285.79999999999995,0
109,2,606.99,19
264,1,901.1499999999999,0
597,3,4466.9,18
180,3,918.05,78
169,2,853.02,116
35,1,71.66,0
23,7,1472.71,84
17,4,802.58,31
22,15,5280.370000000001,46
535,1,8.64,0
578,1,234.04000000000002,0
653,1,198.54000000000002,0
395,2,820.75,42
79,6,1098.67,109
65,1,90.6,0
361,4,532.26,93
3,6,2278.6000000000004,15
11,4,649.01,58
176,3,612.8399999999999,39
218,14,11118.631,36
7,12,670.6800000000001,60
2,2,382.82,34
154,3,489.94999999999993,73
5,5,938.36,53
418,3,444.65000000000003,80
380,8,4106.46,44
79,6,1031.65,71
21,2,230.22,25
392,1,481.20000000000005,0
22,3,320.6,137
308,17,2611.23,16
387,2,434.90000000000003,21
477,3,766.32,75
435,1,274.64,0
146,2,150.15,125
423,1,112.32000000000001,0
7,35,11721.31,17
386,2,437.65,25
19,14,4530.03,47
71,2,189.35000000000005,65
287,1,254.25,0
49,2,671.9200000000001,266
31,12,5167.969999999999,53
207,4,1145.37,115
411,1,478.77000000000004,0
15,2,167.36,15
73,7,3311.42,94
60,5,710.7900000000001,119
416,1,313.47999999999996,0
39,9,3613.49,72
30,21,5213.5599999999995,33
27,12,1348.94,58
4,22,9902.3,30
17,1,220.07999999999998,0
380,2,681.64,10
20,8,4433.88,75
66,5,1439.09,99
213,1,303.11,0
12,6,795.5500000000001,21
30,3,218.6,144
43,19,6195.8099999999995,36
4,6,2212.6400000000003,24
15,14,3849.0,50
386,2,771.0900000000001,6
519,3,326.65999999999997,10
447,3,504.2,43
10,29,9186.600000000002,24
211,5,1550.3,105
46,9,3341.3000000000006,49
134,2,482.0,11
733,1,202.1,0
43,11,5512.5,35
10,5,2065.2599999999998,41
116,7,1327.0700000000002,76
513,1,72.58,0
432,1,509.04,0
198,3,1047.59,88
565,2,438.84999999999997,0
480,2,423.17,63
278,1,328.8,0
110,5,1038.94,102
77,3,1580.7000000000003,166
53,1,830.64,0
162,11,9876.53,48
571,1,222.70000000000002,0
645,1,353.2900000000001,0
47,3,1181.93,30
17,4,1198.1999999999998,128
155,7,1590.8300000000002,62
225,2,778.0,130
7,2,573.3199999999999,121
122,3,615.9899999999999,89
465,8,3439.08,14
471,2,713.11,77
61,1,104.82000000000002,0
550,3,352.34999999999997,0
63,2,409.41,40
18,20,6607.5599999999995,35
7,44,27887.03,16
2,16,4127.96,45
555,1,5.13,0
22,3,524.74,45
29,9,2512.32,64
285,1,601.25,0
176,6,808.9100000000001,92
78,5,3002.13,119
33,2,187.33,271
41,35,11704.8,19
266,1,141.41,0
725,1,413.28000000000003,0
491,2,287.2,119
27,10,2839.4700000000003,65
109,16,3090.7200000000003,36
284,1,97.66,0
9,14,3744.26,47
305,3,708.05,25
17,13,11772.949999999999,46
32,2,746.3599999999999,37
1,37,19737.559999999998,19
20,2,436.55999999999995,185
124,4,229.61,90
65,1,92.46,0
106,3,977.3299999999999,205
1,23,7906.33,12
24,22,7154.39,32
463,2,456.69000000000005,33
267,1,155.54999999999998,0
5,30,6459.9299999999985,21
507,3,671.5999999999999,76
10,24,15635.16,29
438,9,2994.35,32
29,15,2552.36,43
389,3,844.94,14
267,1,136.8,0
64,2,342.23999999999995,16
320,4,1457.9200000000003,89
515,2,208.86,23
685,1,276.7,0
4,8,1315.19,32
667,1,357.15000000000003,0
32,1,151.04,0
623,1,145.55,0
5,6,1532.12,89
129,1,109.22,0
41,6,568.2,59
102,9,1523.28,57
125,2,233.14,278
33,5,754.3900000000001,140
302,10,4580.4800000000005,42
365,2,397.60999999999996,13
4,11,1039.1,65
512,1,101.49000000000001,0
2,33,9211.240000000002,22
463,1,7.5,0
3,3,783.6899999999999,244
10,16,47816.54,25
57,1,143.6,0
325,1,28.62,0
654,2,1102.6799999999998,22
8,24,7087.080000000001,29
12,1,428.36999999999995,0
440,1,283.12000000000006,0
723,1,2.95,0
4,17,46581.19,5
481,2,397.46000000000004,82
37,1,147.34999999999997,0
16,20,5558.42,35
138,1,189.25000000000003,0
74,13,3540.94,42
5,5,889.73,7
155,5,594.3299999999999,81
239,5,5725.210000000001,96
737,1,180.0,0
52,11,4659.389999999999,61
31,4,994.4100000000002,176
73,1,144.2,0
4,33,10647.080000000002,22
14,4,363.75,56
23,13,5643.41,48
4,16,4362.030000000001,45
274,7,1213.5,47
502,2,492.46999999999997,82
20,5,1319.7,20
144,1,90.0,0
429,1,412.35,0
376,2,149.8,171
4,4,2650.13,14
406,3,303.47,110
733,1,430.93,0
84,1,48.33,0
11,3,2616.73,22
8,4,783.85,109
123,6,1834.38,50
61,3,919.21,163
2,9,2544.4500000000003,64
319,4,1677.4799999999996,102
649,1,168.22,0
2,11,3240.97,16
130,4,764.9399999999998,150
383,15,7982.78,23
2,24,5425.469999999999,30
401,5,1511.3700000000001,66
696,1,223.2,0
2,2,965.8800000000002,31
46,4,1002.2800000000002,124
4,2,925.81,13
3,4,909.8800000000001,25
373,2,660.9399999999999,136
134,1,109.8,0
486,1,30.599999999999998,0
47,7,2891.1,80
9,12,8612.669999999998,57
78,9,1421.5199999999998,62
234,2,361.2900000000001,90
221,1,436.12000000000006,0
36,2,636.0400000000001,162
673,2,667.5,21
75,7,1929.6600000000003,83
483,1,233.39999999999998,0
239,8,5654.150000000001,57
266,1,118.75,0
10,156,121655.52,4
20,5,965.42,125
40,1,467.64,0
20,20,7490.030000000001,35
610,7,4419.28,12
216,7,2861.2799999999997,72
174,2,258.56,59
87,5,1990.37,74
71,2,885.2399999999999,5
276,1,112.19,0
505,2,243.79999999999998,60
39,8,1244.44,80
421,2,360.65,71
431,2,561.9100000000001,6
375,3,534.3299999999999,6
98,2,470.77000000000004,316
605,3,308.82,12
11,6,506.00000000000006,119
33,1,132.01,0
60,8,6946.2699999999995,71
297,5,741.76,16
86,13,1943.63,43
9,7,1564.6300000000003,24
41,2,676.1700000000001,5
11,33,4416.549999999999,16
411,2,303.1,75
444,4,644.97,38
411,2,271.18999999999994,34
67,1,410.59000000000003,0
331,1,35.25,0
427,5,1505.0,43
474,1,117.35000000000001,0
31,6,2026.0900000000001,46
2,16,5125.9,24
666,1,15.0,0
2,15,4685.33,48
388,1,293.74,0
68,3,1180.83,109
5,36,17696.269999999997,19
202,6,709.8,72
107,1,226.42,0
411,1,363.2,0
18,9,1427.63,76
218,4,906.0,78
617,1,370.30000000000007,0
60,10,1103.02,52
381,3,612.61,81
397,1,289.6,0
2,4,958.5500000000002,183
17,9,2200.3100000000004,69
239,3,1123.23,54
688,1,157.8,0
95,2,522.88,228
11,15,4542.94,45
106,16,5364.68,37
53,18,4153.01,37
90,2,785.08,178
405,1,656.1,0
31,5,973.2700000000002,49
12,9,3025.08,80
3,5,1977.93,82
2,23,2935.79,22
43,1,169.48000000000002,0
4,3,591.7800000000001,163
247,4,1324.55,80
42,17,6161.72,33
177,1,641.24,0
92,3,944.19,57
110,9,1503.8200000000002,48
435,4,1841.2499999999998,65
29,6,2405.07,68
26,15,6213.14,42
438,3,706.8000000000001,36
52,7,2130.17,59
436,3,860.8,37
184,4,1155.6699999999998,66
43,5,1877.95,44
49,7,2415.9,84
22,4,733.1099999999999,8
75,9,3824.1200000000003,60
81,5,1465.85,84
373,2,414.71000000000004,108
326,3,380.88,136
43,21,4170.02,32
30,3,1210.8400000000001,131
184,2,281.20000000000005,256
235,2,264.25,45
9,17,6877.6900000000005,27
661,1,256.8,0
220,2,1659.1999999999998,21
111,3,1423.23,45
278,5,695.4000000000001,54
318,3,952.9700000000001,65
411,12,4924.711,22
7,3,1890.9599999999998,27
2,5,2400.81,11
381,1,145.99,0
493,2,351.45,64
433,1,598.33,0
546,1,7.5,0
260,5,2330.04,86
64,9,5433.59,64
9,25,19690.75,29
142,1,119.1,0
471,3,793.8700000000001,25
51,2,1032.55,13
8,8,2534.09,29
423,1,322.93,0
155,6,1409.0600000000002,76
109,4,1248.4699999999998,125
428,1,40.56,0
163,3,1330.44,32
471,1,353.95,0
439,1,270.33000000000004,0
332,1,461.65,0
226,2,209.28,91
74,4,858.09,127
51,4,559.97,47
686,1,256.6,0
396,6,919.73,35
99,7,2076.13,80
15,9,4609.1,78
410,1,184.83,0
521,2,191.86,80
197,1,122.63999999999999,0
408,1,208.65,0
3,25,5029.7300000000005,26
463,4,603.34,26
31,3,1240.95,207
21,8,2671.2699999999995,88
24,7,7903.92,101
8,3,162.59,63
213,1,375.15,0
9,6,868.06,46
11,8,4322.81,90
2,23,7486.63,31
8,16,6577.59,38
3,9,2605.91,80
407,1,373.34,0
40,5,2155.43,138
421,2,439.55,76
18,4,1231.9699999999998,64
8,82,68513.63,8
8,27,9986.73,27
19,1,43.2,0
117,4,1425.25,137
431,3,668.6500000000001,102
407,2,277.93999999999994,13
223,3,1682.6399999999999,116
71,3,1848.66,21
51,6,1757.57,104
89,10,4133.24,64
549,2,15.0,0
8,11,3333.1099999999997,49
433,1,492.1,0
243,2,483.19,162
47,11,2796.08,41
107,2,215.7,162
45,8,3034.77,73
422,5,453.11999999999995,41
65,1,488.08,0
460,1,151.93,0
424,1,485.19,0
207,5,1258.2000000000003,96
11,7,2074.27,66
429,4,438.54999999999995,57
115,2,577.6600000000001,61
410,2,687.78,141
570,1,229.12999999999997,0
242,3,887.29,96
163,6,1868.9599999999998,89
438,1,7.5,0
17,15,9216.5,47
624,1,200.63,0
124,2,455.76,5
23,5,1826.5099999999998,78
68,1,353.2,0
17,12,4135.09,45
16,2,443.03999999999996,40
17,4,1468.25,64
161,3,850.2499999999999,125
243,2,560.11,93
219,1,134.7,0
45,18,4309.16,38
21,6,726.96,75
421,4,1071.96,67
127,20,2724.34,24
39,1,108.97999999999999,0
121,5,2111.86,75
737,1,81.7,0
260,1,402.87,0
10,1,132.5,0
274,3,901.36,51
165,1,51.0,0
157,4,1004.31,29
215,3,371.59999999999997,72
6,2,136.70999999999998,12
366,3,838.25,87
80,2,600.9300000000001,0
43,1,222.67000000000002,0
389,2,400.05999999999995,19
19,3,881.5800000000002,22
32,4,1992.6299999999999,15
579,1,196.12,0
22,1,146.25000000000003,0
402,2,222.22000000000003,24
109,8,2120.56,12
395,2,624.88,143
525,1,120.0,0
8,16,8680.880000000001,16
320,1,135.2,0
642,2,463.33,9
451,6,875.1800000000001,37
295,1,100.5,0
443,2,739.4800000000002,78
358,1,47.7,0
541,1,89.4,0
185,3,997.61,118
683,1,215.46,0
191,2,436.5,35
622,1,126.0,0
44,4,1151.1100000000001,109
682,1,7.5,0
52,2,625.9399999999999,199
26,2,1084.76,181
38,3,1110.91,41
501,1,58.5,0
9,3,202.10999999999999,4
297,1,138.6,0
33,3,1653.25,25
10,16,6162.4800000000005,42
65,5,1666.7999999999997,105
10,13,5782.49,31
577,1,135.60000000000002,0
432,1,251.7,0
218,1,67.94999999999999,0
565,1,91.8,0
2,20,7576.33,29
65,7,1920.13,96
3,19,2107.64,11
401,2,687.4399999999999,63
394,8,1999.11,35
149,3,1288.5,160
4,22,6097.6900000000005,32
652,1,139.35000000000002,0
130,6,1165.23,84
34,13,2436.9900000000002,52
387,1,105.3,0
119,1,144.2,0
107,6,1633.9700000000003,28
11,11,3230.1400000000003,65
71,9,2580.9199999999996,55
92,11,2556.41,31
311,1,896.0999999999999,0
43,3,1296.82,127
362,4,415.87,81
92,8,2026.72,35
1,23,11544.58,31
22,2,286.16,10
388,1,468.52000000000004,0
4,3,1799.9400000000003,34
11,7,1251.29,53
99,4,1529.48,148
57,6,2366.71,105
1,19,9806.57,37
218,3,448.78999999999996,158
18,1,181.17,0
435,3,649.2099999999998,100
24,17,10405.18,36
50,4,938.4200000000001,145
7,5,1040.1600000000003,63
404,1,512.2800000000001,0
512,3,1166.9000000000003,31
303,4,2183.9299999999994,96
10,6,2168.35,13
466,1,273.34999999999997,0
22,6,1194.3,8
502,1,45.09,0
99,2,142.68,227
366,5,844.4300000000002,43
306,1,131.9,0
320,5,8253.349999999999,73
8,13,5387.18,56
1,11,4149.4400000000005,62
205,7,4008.87,69
54,5,2045.73,65
456,1,111.36,0
456,1,221.64999999999998,0
1,5,1171.7599999999998,77
19,6,1703.93,63
9,2,268.95000000000005,177
19,8,2195.91,52
181,7,1128.4400000000003,61
60,12,3170.68,52
11,4,638.1999999999999,127
190,1,117.48,0
376,5,915.15,71
432,4,571.07,15
5,9,2935.07,15
311,1,102.39,0
381,1,214.18000000000004,0
155,2,4630.971,248
110,9,769.5000000000001,68
148,13,6218.71,41
66,12,2102.2299999999996,30
98,4,591.87,100
568,2,84.75,29
247,11,3269.03,41
29,13,3789.1000000000004,53
18,12,2173.0599999999995,60
734,1,153.04000000000002,0
416,4,1900.37,65
12,3,632.84,139
591,2,397.8,70
104,9,1976.6800000000003,65
74,2,213.89999999999998,104
46,2,1180.84,266
72,4,1098.84,84
257,1,190.54999999999998,0
20,7,659.92,97
382,4,1079.9500000000003,89
254,4,1102.6100000000001,119
11,4,1288.49,176
165,5,2072.41,102
18,12,2801.14,37
282,2,257.1,227
50,4,1034.8,168
39,1,159.35000000000002,0
512,2,175.5,20
27,7,1176.87,50
68,1,838.8100000000003,0
207,4,1541.96,101
406,2,1263.4700000000003,11
175,2,318.47999999999996,98
430,7,1838.26,26
7,10,4768.14,63
26,3,390.03,235
51,3,168.8,203
312,7,2052.03,45
309,2,666.81,182
43,10,3368.51,50
26,7,2091.44,63
88,3,289.35,33
184,2,251.21,68
20,11,2307.98,26
3,6,3315.4800000000005,29
47,4,642.21,57
17,19,11491.2,37
17,7,2844.25,83
24,11,2976.69,64
22,5,779.1700000000001,103
534,1,108.5,0
376,3,908.13,20
11,5,1263.8600000000001,24
188,7,1099.12,77
101,6,586.52,77
61,9,4208.540000000001,73
18,12,3442.2699999999995,44
516,1,150.17,0
33,2,312.55000000000007,54
64,1,137.7,0
684,2,203.14000000000001,22
2,2,140.91,144
491,1,191.67999999999998,0
24,8,1333.1299999999999,82
108,1,193.79000000000002,0
32,13,2676.07,29
20,17,6091.41,41
389,1,257.75,0
3,122,23739.25,6
37,1,339.75,0
60,3,565.46,16
26,16,5578.530000000001,41
480,1,370.89,0
236,11,3698.5,42
25,11,2007.25,53
3,26,5810.17,24
60,9,5781.0599999999995,65
260,1,143.5,0
58,2,629.7,282
65,5,1039.99,123
16,2,526.66,14
10,11,3501.870000000001,65
59,14,2469.63,45
186,1,103.25000000000001,0
29,39,10437.26,18
24,3,2563.13,148
674,1,349.25,0
5,11,5091.54,66
4,8,3714.3700000000003,6
151,9,1494.9399999999998,64
311,4,890.8600000000001,106
11,4,1294.58,118
18,7,781.7399999999999,94
152,3,507.03,146
19,9,1538.4299999999998,54
10,4,2128.65,10
57,6,2193.91,110
596,3,788.4899999999999,30
85,1,597.4,0
654,3,465.15,25
390,1,56.7,0
7,44,4418.12,16
76,3,1034.2900000000002,36
4,26,6301.4,25
510,2,522.7400000000001,41
435,2,2353.3200000000006,150
96,5,3609.5200000000004,75
111,4,738.72,105
57,2,1437.96,36
435,1,897.2200000000003,0
1,4,503.17999999999995,150
281,3,497.95000000000005,54
425,1,149.2,0
3,11,5113.4800000000005,56
180,13,1805.5600000000002,40
733,1,140.7,0
488,1,410.52000000000004,0
372,1,35.400000000000006,0
13,7,1350.74,102
3,1,141.20999999999998,0
432,1,104.66,0
518,1,14.850000000000001,0
17,2,359.53,263
41,1,109.21000000000001,0
6,8,1614.1,76
169,8,1659.71,61
50,5,859.9699999999998,73
277,1,227.28000000000003,0
19,9,1511.5,34
578,1,130.14,0
372,1,37.5,0
425,20,2832.3,15
15,4,1199.63,49
35,3,546.29,9
22,12,3503.74,59
7,2,355.78,182
20,8,2119.3900000000003,83
627,1,189.77,0
11,6,1603.7099999999996,70
44,2,384.03999999999996,262
390,2,456.44,59
306,2,840.48,43
11,1,157.71000000000004,0
656,1,200.11,0
275,1,89.1,0
633,1,141.41,0
374,4,821.31,89
1,192,27231.010000000002,3
16,22,8431.349999999999,32
4,11,2717.56,66
72,10,91.80000000000001,59
396,2,24.35,59
444,2,566.0000000000001,77
415,1,742.9000000000001,0
680,1,28.62,0
386,1,295.13,0
394,5,895.91,30
243,5,379.53000000000003,61
403,2,182.01999999999998,6
9,7,1115.47,76
246,2,1226.84,147
206,2,399.87,39
1,9,2866.11,75
185,1,318.78000000000003,0
32,10,1895.1799999999998,56
57,6,793.7,91
196,11,4251.75,47
24,11,4884.71,64
379,1,462.75000000000006,0
91,5,1942.6,118
4,2,857.4100000000001,21
484,1,311.79999999999995,0
51,6,1824.9499999999998,72
263,1,105.47,0
266,1,325.4000000000001,0
438,4,1877.1,26
454,1,206.89,0
36,2,609.8500000000001,116
677,1,106.67999999999998,0
51,1,419.6,0
52,9,4671.17,67
24,10,3493.63,66
22,1,110.46,0
59,1,48.42,0
170,5,1341.2699999999998,111
68,7,1734.3400000000004,95
157,3,774.35,159
2,151,158928.51,4
201,2,443.78999999999996,161
416,15,4124.000000000001,20
5,9,3231.51,75
589,1,54.0,0
67,9,1831.37,62
77,1,109.27999999999999,0
1,12,3144.08,61
738,1,233.62999999999997,0
8,7,2807.2999999999993,84
169,5,748.65,86
18,6,1396.19,69
5,2,200.6,55
9,9,2490.2799999999997,34
87,2,278.73999999999995,7
27,1,86.05,0
29,7,1310.2700000000002,101
430,2,450.28000000000003,0
20,2,619.0900000000001,6
61,7,2531.4,75
24,1,190.35,0
11,54,18344.07,13
445,1,107.12999999999998,0
242,7,3129.42,70
280,3,581.4300000000001,150
549,2,1057.1100000000001,9
235,4,1047.53,111
3,7,2897.4,58
509,1,161.16,0
16,2,966.4200000000001,186
31,12,4476.98,50
593,1,184.90999999999997,0
579,1,388.69,0
382,3,1197.2300000000002,116
25,58,34580.3,12
71,6,718.2,97
188,6,1437.9299999999998,80
588,1,132.73999999999998,0
26,6,1406.03,60
576,8,3672.61,18
414,5,837.2800000000001,49
107,3,1110.08,148
8,28,6392.370000000001,16
209,1,112.35000000000001,0
44,4,743.6800000000002,91
31,5,2035.9699999999998,36
137,12,1601.28,40
265,7,918.26,37
617,1,229.61,0
519,3,1409.41,71
4,8,2386.53,52
218,2,161.98999999999995,0
2,5,1176.57,9
214,4,691.9,77
32,5,2857.0600000000004,90
11,15,3947.24,44
1,29,5913.16,25
15,1,318.16999999999996,0
11,11,1691.6600000000003,55
199,1,48.33,0
